id,veiculo_id,veiculo_nome,tipo,data_hora,hodometro_km,categoria,subcategoria,valor,quantidade_litros,preco_unitario,distancia_km,consumo_km_l,tanque_completo,local,motorista,motivo,forma_pagamento,observacao,status_qualidade,flags_qualidade,origem,linha_origem,veiculo,distancia_abastecimento_km
0baca96892eee4960cba,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-04-15T18:48:28,55524,COMBUSTIVEL,Etanol,110.88,39.6,2.8,362,9.141414141414142,SIM,01 Usina Anicuns,MARCELO BR,,,,VALIDO,,DRIVVO,40,Hyundai HB20 1.6 • 2021/22,362
b7ff66ff826a03574e58,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-04-15T22:56:05,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,24,Hyundai HB20 1.6 • 2021/22,
c29253d1361b06b4cafd,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-04-22T19:05:21,55836,COMBUSTIVEL,Etanol,86.8,31,2.8,312,10.064516129032258,SIM,01 Usina Anicuns,MARCELO BR,,,,VALIDO,,DRIVVO,39,Hyundai HB20 1.6 • 2021/22,312
911d66e7a0a2a894ed35,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-04-29T18:19:54,56151,COMBUSTIVEL,Etanol,93.52,33.4,2.8,315,9.431137724550899,SIM,01 Usina Anicuns,MARCELO BR,,,,VALIDO,,DRIVVO,38,Hyundai HB20 1.6 • 2021/22,315
6bb2eb380c7d20936ecb,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-05-03T20:25:33,56466,COMBUSTIVEL,Gasolina,156.89,29.108,5.39,315,10.821767211763088,SIM,Romeiro - Trindade,MARCELO BR,,,,VALIDO,,DRIVVO,37,Hyundai HB20 1.6 • 2021/22,315
5a196e93132bf9ada109,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2024-05-05T20:44:20,56466,MANUTENCAO,Vidros/Espelhos,100,,,0,,,,MARCELO BR,,,3 paletas dos vidros.,VALIDO,,DRIVVO,24,Hyundai HB20 1.6 • 2021/22,
e08c527218c066179eb9,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-05-08T22:21:21,56900,COMBUSTIVEL,Etanol,50.02,13.198,3.79,434,32.883770268222456,NÃO,Avelinopolis,MARCELO BR,,,,VALIDO,,DRIVVO,36,Hyundai HB20 1.6 • 2021/22,434
c2f2cf4d9d80f78c8ea9,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-05-15T07:56:50,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),281.1,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,23,Hyundai HB20 1.6 • 2021/22,
68e80c32a0d686f46a15,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-05-15T22:56:40,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,22,Hyundai HB20 1.6 • 2021/22,
9f96ddd89c1a46e265fd,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-05-16T09:49:40,57039,COMBUSTIVEL,Etanol,121.12,39.197,3.09,139,3.5461897594203635,SIM,Avelinopolis,MARCELO BR,,,,VALIDO,,DRIVVO,35,Hyundai HB20 1.6 • 2021/22,139
55f784a47ee19bd459b0,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-05-20T14:43:50,57290,COMBUSTIVEL,Etanol,69.93,22.631,3.09,251,11.090981397198533,SIM,Avelinopolis,MARCELO BR,,,,VALIDO,,DRIVVO,34,Hyundai HB20 1.6 • 2021/22,251
4d7867d38314d683d968,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2024-05-31T10:01:17,57390,MANUTENCAO,Bateria,420,,,100,,,,MARCELO BR,,,Atacadão Baterias,VALIDO,,DRIVVO,23,Hyundai HB20 1.6 • 2021/22,
6d3207673d45d98ab28d,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-05-31T12:35:54,57390,ADMINISTRATIVA,Multa,78.1,,,0,,,,MARCELO BR,,,Excesso velocidade Av. Paranaíba,VALIDO,,DRIVVO,21,Hyundai HB20 1.6 • 2021/22,
a2b57a0d79e261b545c9,v1,Hyundai HB20 1.6 • 2021/22,RECEITA,2024-05-31T12:49:42,57390,RECEITA,Reembolso,226.92,,,0,,,,MARCELO BR,,,Itapuranga GO,VALIDO,,DRIVVO,1,Hyundai HB20 1.6 • 2021/22,
103635de96e145ef14f9,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-06-09T17:00:03,57519,COMBUSTIVEL,Etanol,110,31.519,3.49,129,7.265458929534566,SIM,Tabocão - Pio XII,MARCELO BR,,,,VALIDO,,DRIVVO,33,Hyundai HB20 1.6 • 2021/22,229
53e4992bd6dca3ffa020,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-06-15T22:44:55,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),281.1,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,20,Hyundai HB20 1.6 • 2021/22,
084232e4e523bf33280b,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-06-15T22:57:14,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,19,Hyundai HB20 1.6 • 2021/22,
4b8785069ec0c3a07188,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-06-30T12:30:50,57785,COMBUSTIVEL,Etanol,154.09,41.759,3.69,266,6.369884336310736,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,32,Hyundai HB20 1.6 • 2021/22,266
b63d75620a4c8f5cc378,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-06-30T12:37:15,57785,ADMINISTRATIVA,Multa,78.1,,,0,,,,MARCELO BR,,,Excesso velocidade setor Pedro Ludovico,VALIDO,,DRIVVO,18,Hyundai HB20 1.6 • 2021/22,
a0c2b7d22315bf5cd6f7,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2024-07-12T18:24:47,58000,MANUTENCAO,Filtro de Óleo,45,,,215,,,Bbc,MARCELO BR,,Cartão de crédito,,VALIDO,,DRIVVO,21,Hyundai HB20 1.6 • 2021/22,
eef449bbc581e7e8cfcf,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2024-07-12T18:24:47,58000,MANUTENCAO,Troca de Óleo,225,,,0,,,Bbc,MARCELO BR,,Cartão de crédito,,VALIDO,,DRIVVO,22,Hyundai HB20 1.6 • 2021/22,
105c6214abb496513fe6,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-07-15T22:45:49,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),281.1,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,17,Hyundai HB20 1.6 • 2021/22,
bc55c89a87f7ddc571e5,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-07-15T22:58:14,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,16,Hyundai HB20 1.6 • 2021/22,
53dddc0db3bb3b2218d3,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-07-21T09:52:46,58127,COMBUSTIVEL,Etanol,144.51,37.149,3.89,127,9.206169748849229,SIM,POSTO PARAÚNA LTDA,MARCELO BR,,,,VALIDO,,DRIVVO,31,Hyundai HB20 1.6 • 2021/22,342
d45b312b14dc53f11279,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-08-15T22:46:46,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),281.1,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,15,Hyundai HB20 1.6 • 2021/22,
869883492cfb36940cc8,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-08-15T22:58:55,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,14,Hyundai HB20 1.6 • 2021/22,
dbca97299f1a2a15a129,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-08-24T10:55:42,58421,COMBUSTIVEL,Etanol,138.85,40.959,3.39,294,7.177909616934007,SIM,POSTO PARAÚNA LTDA,MARCELO BR,,,,VALIDO,,DRIVVO,30,Hyundai HB20 1.6 • 2021/22,294
49e17722e117b7a068b2,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-09-15T22:47:42,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),281.1,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,13,Hyundai HB20 1.6 • 2021/22,
b2a6bf8719d8a069825e,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-09-15T23:00:36,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,12,Hyundai HB20 1.6 • 2021/22,
50973559e5d6d3e7ed21,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-09-21T21:24:08,58712,COMBUSTIVEL,Etanol,163.66,42.62,3.84,291,6.8277803847958705,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,29,Hyundai HB20 1.6 • 2021/22,291
5289f91bcea99f57432e,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-10-13T09:59:23,58941,COMBUSTIVEL,Etanol,115.31,33.04,3.49,229,6.930992736077482,SIM,Tabocão - Pio XII,MARCELO BR,,,,VALIDO,,DRIVVO,28,Hyundai HB20 1.6 • 2021/22,229
0ddcbe4bba0b9d64b541,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-10-15T22:48:29,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),281.1,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,11,Hyundai HB20 1.6 • 2021/22,
704be29f71dc6db8f4c8,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-10-15T23:02:01,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,10,Hyundai HB20 1.6 • 2021/22,
46f09d88faa0fcfd8fbb,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-11-10T07:08:03,59187,COMBUSTIVEL,Etanol,126.18,37.221,3.39,246,6.609172241476586,SIM,Tabocão - Pio XII,MARCELO BR,,,,VALIDO,,DRIVVO,27,Hyundai HB20 1.6 • 2021/22,246
53966afbe5049d3f060e,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-11-15T23:18:30,0,ADMINISTRATIVA,Seguro,139.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,9,Hyundai HB20 1.6 • 2021/22,
b5fbf1cff126791127dd,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2024-12-04T16:28:58,59453,COMBUSTIVEL,Gasolina,195.41,34.957,5.59,266,7.609348628314787,SIM,Posto Consolação Ltda,MARCELO BR,,,,VALIDO,,DRIVVO,26,Hyundai HB20 1.6 • 2021/22,266
b507ac70f9bdba11ff1c,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2024-12-15T23:03:50,0,ADMINISTRATIVA,Seguro,140.97,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,8,Hyundai HB20 1.6 • 2021/22,
0e61090b4ff3d730ece8,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-01-12T09:44:37,59790,COMBUSTIVEL,Etanol,189.14,45.141,4.19,337,7.465496998294234,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,25,Hyundai HB20 1.6 • 2021/22,337
437f9ffc55c2911616ba,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2025-01-15T09:55:45,0,ADMINISTRATIVA,Seguro,99.33,,,,,,,MARCELO BR,,Cartão de crédito,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,7,Hyundai HB20 1.6 • 2021/22,
c493ce8389a7505212d2,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2025-02-15T09:58:55,0,ADMINISTRATIVA,Seguro,99.83,,,,,,,MARCELO BR,,,,VALIDO_INCOMPLETO,HODOMETRO_AUSENTE,DRIVVO,6,Hyundai HB20 1.6 • 2021/22,
17bcc022319bbc87628b,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-02-16T07:00:30,60117,COMBUSTIVEL,Etanol,168.82,37.35,4.52,327,8.755020080321286,SIM,Tabocão - Pio XII,MARCELO BR,,,,VALIDO,,DRIVVO,24,Hyundai HB20 1.6 • 2021/22,327
bc0fd0be93f7f7c839aa,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-03-23T10:15:03,60430,COMBUSTIVEL,Etanol,164.74,38.401,4.29,313,8.150829405484231,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,23,Hyundai HB20 1.6 • 2021/22,313
9a0e6c3b7fc4e86caa37,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-05-04T18:24:41,60747,COMBUSTIVEL,Etanol,176.92,40.301,4.39,317,7.8658097813950025,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,22,Hyundai HB20 1.6 • 2021/22,317
312411976c66ae7fe21a,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-06-08T08:03:11,61044,COMBUSTIVEL,Etanol,159.41,37.159,4.29,297,7.9926801044161575,SIM,Abadiânia GO,MARCELO BR,,,,VALIDO,,DRIVVO,21,Hyundai HB20 1.6 • 2021/22,297
0d90b8d0d2d30ed9deef,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-07-20T12:03:54,61372,COMBUSTIVEL,Etanol,140.89,37.671,3.74,328,8.706962915770752,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,20,Hyundai HB20 1.6 • 2021/22,328
f2364fb806d3490c55b3,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-07-20T12:05:15,61372,MANUTENCAO,Pneus - Calibragem,0,,,0,,,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,20,Hyundai HB20 1.6 • 2021/22,
4b5f9e842302a7776a7e,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-08-24T10:22:23,61719,COMBUSTIVEL,Etanol,133.21,36.1,3.69,347,9.612188365650969,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,19,Hyundai HB20 1.6 • 2021/22,347
10705bfa32b62d4a1313,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-08-24T10:23:02,61719,MANUTENCAO,Pneus - Calibragem,0,,,0,,,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,19,Hyundai HB20 1.6 • 2021/22,
3d401d71f73733557163,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-08T13:56:39,61866,MANUTENCAO,Filtro de Óleo,39.9,,,147,,,NG - Itaú,MARCELO BR,,Cartão de crédito,,VALIDO,,DRIVVO,17,Hyundai HB20 1.6 • 2021/22,
d1d943f1e8e605fe1422,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-08T13:56:39,61866,MANUTENCAO,Filtro de Combustível,29.9,,,0,,,NG - Itaú,MARCELO BR,,Cartão de crédito,,VALIDO,,DRIVVO,16,Hyundai HB20 1.6 • 2021/22,
f12e22098170731d53d4,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-08T13:56:39,61866,MANUTENCAO,Troca de Óleo,191,,,0,,,NG - Itaú,MARCELO BR,,Cartão de crédito,,VALIDO,,DRIVVO,18,Hyundai HB20 1.6 • 2021/22,
5d5ae8377a57b5ff8772,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-14T19:46:25,61900,MANUTENCAO,Filtro de Ar da Cabine,14,,,34,,,Só Injeção,MARCELO BR,,,6 litros fluido,VALIDO,,DRIVVO,14,Hyundai HB20 1.6 • 2021/22,
8196348555bbf4c26692,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-14T19:46:25,61900,MANUTENCAO,Filtro de Ar,56.94,,,0,,,Só Injeção,MARCELO BR,,,6 litros fluido,VALIDO,,DRIVVO,13,Hyundai HB20 1.6 • 2021/22,
baa323517efffc3f760f,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-14T19:46:25,61900,MANUTENCAO,Fluido Radiador,114,,,0,,,Só Injeção,MARCELO BR,,,6 litros fluido,VALIDO,,DRIVVO,15,Hyundai HB20 1.6 • 2021/22,
57181fa313b729e5f0bc,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-14T19:51:10,61900,MANUTENCAO,Fluido de Freio,90,,,0,,,Fortuna Oficina,MARCELO BR,,,Troca do fluido radiador e troca fluido freio.,VALIDO,,DRIVVO,11,Hyundai HB20 1.6 • 2021/22,
a2a21766c6942f4aa6ad,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-14T19:51:10,61900,MANUTENCAO,Mão de obra,380,,,0,,,Fortuna Oficina,MARCELO BR,,,Troca do fluido radiador e troca fluido freio.,VALIDO,,DRIVVO,12,Hyundai HB20 1.6 • 2021/22,
ed0020bb1ab9ca6d6e16,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-09-14T19:55:23,61991,COMBUSTIVEL,Etanol,152.05,38.3,3.97,91,7.10182767624021,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,18,Hyundai HB20 1.6 • 2021/22,272
ddc37ffe19146e2a4e9d,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-09-28T14:47:02,62202,COMBUSTIVEL,Etanol,141.96,32.71,4.34,211,6.450626719657597,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,17,Hyundai HB20 1.6 • 2021/22,211
3d19975a133f92de0a7f,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-09-28T14:50:39,62202,MANUTENCAO,Lava-jato,86.18,,,0,,,,MARCELO BR,,,Selante V80 58 00 e pretinho 30.51,VALIDO,,DRIVVO,10,Hyundai HB20 1.6 • 2021/22,
22dc646beb02831a6d37,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-10-12T18:14:19,62419,COMBUSTIVEL,Etanol,143.07,31.17,4.59,217,6.961822264998395,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,16,Hyundai HB20 1.6 • 2021/22,217
e10a0c8076b8f818e12d,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-10-12T18:15:54,62419,MANUTENCAO,Pneus - Calibragem,0,,,0,,,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,9,Hyundai HB20 1.6 • 2021/22,
0d0eb3045bf24163bdda,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2025-10-15T18:21:25,62419,ADMINISTRATIVA,Impostos (IPVA/DPVAT),3034.69,,,0,,,,MARCELO BR,,,IPVA não rateiado no ano,VALIDO,,DRIVVO,5,Hyundai HB20 1.6 • 2021/22,
f69470c5b0a6d00c852a,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-10-26T09:42:58,62627,COMBUSTIVEL,Etanol,137.75,30.011,4.59,208,6.930792042917597,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,15,Hyundai HB20 1.6 • 2021/22,208
c857dd2c0496a0931533,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2025-10-26T09:52:09,62627,ADMINISTRATIVA,Seguro,993.6,,,0,,,,MARCELO BR,,,,VALIDO,,DRIVVO,4,Hyundai HB20 1.6 • 2021/22,
948eb5222dcacb330c24,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-11-14T16:59:59,62926,COMBUSTIVEL,Gasolina,294.8,45.215,6.52,299,6.6128497180139325,SIM,Ecoposto T7,MARCELO BR,,,,VALIDO,,DRIVVO,14,Hyundai HB20 1.6 • 2021/22,299
ba7d585c56496a170f55,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-12-06T12:13:26,63211,COMBUSTIVEL,Gasolina,212.72,33.29,6.39,285,8.5611294683088,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,13,Hyundai HB20 1.6 • 2021/22,285
72810fa3fa495f84e8bb,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2025-12-26T10:19:22,63488,COMBUSTIVEL,Gasolina,203.13,31.06,6.54,277,8.918222794591115,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,12,Hyundai HB20 1.6 • 2021/22,277
49ae9659481f8d28c417,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2025-12-26T10:21:04,63488,MANUTENCAO,Pneus - Calibragem,0,,,0,,,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,8,Hyundai HB20 1.6 • 2021/22,
9cb09637b1aa1b61d1c8,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2026-01-15T07:37:04,63500,ADMINISTRATIVA,Protetor Solar/Parabrisa,80,,,12,,,Mercado Livre,MARCELO BR,DESPESA GERAL,Cartão de crédito,Dois protetores solares para o para-brisa um de 50 reais tipo guarda chuva e outro de 30 convencional,VALIDO,,DRIVVO,3,Hyundai HB20 1.6 • 2021/22,
465e6a2298f1f351b18f,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2026-01-15T10:36:26,63500,ADMINISTRATIVA,Seguro,1137.76,,,0,,,,MARCELO BR,,Cartão de crédito,,VALIDO,,DRIVVO,2,Hyundai HB20 1.6 • 2021/22,
d0ddc04ae3d23c20ea07,v1,Hyundai HB20 1.6 • 2021/22,DESPESA,2026-01-15T14:35:43,63500,ADMINISTRATIVA,Impostos (IPVA/DPVAT),2855.77,,,0,,,DETRAN GO,MARCELO BR,DESPESA GERAL,Dinheiro,,VALIDO,,DRIVVO,1,Hyundai HB20 1.6 • 2021/22,
1da621f9a3a83303171d,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2026-01-21T21:27:48,63500,MANUTENCAO,Vidros/Espelhos,45,,,0,,,Jaicar,MARCELO BR,,,"Paleta traseira jaicar. Paleta N. 205 12 1x300mm - Hyundai HB20/HB20X ano 12 -> pra frente. Engate 1. Marca Dyna. Comprei outra palheta perdi a primeira na enxurrada do 5/2/26.""",VALIDO,,DRIVVO,6,Hyundai HB20 1.6 • 2021/22,
5863cdaaa912db69a4cc,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-01-24T09:26:47,63923,COMBUSTIVEL,Etanol,221.68,46.28,4.79,423,9.399308556611928,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,11,Hyundai HB20 1.6 • 2021/22,435
0849acee47b4e6572998,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2026-01-24T09:28:46,63923,MANUTENCAO,Pneus - Calibragem,0,,,0,,,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,5,Hyundai HB20 1.6 • 2021/22,
9165bc1fe67eeb24a1b0,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-02-10T16:43:24,64215,COMBUSTIVEL,Etanol,205.25,39.17,5.24,292,7.454684707684452,SIM,Posto Comurg,MARCELO BR,,,,VALIDO,,DRIVVO,10,Hyundai HB20 1.6 • 2021/22,292
93816cebe7c2fc560363,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2026-02-16T15:41:21,64215,MANUTENCAO,Troca de Freio,150,,,0,,,Maurício,MARCELO BR,,,Limpeza das pastilhas de freios e lonas de freios. trocar daqui a 15 mil km ver em dezembro 2016. rodas dianteiras e traseiras foram invertidas. rodizio de pneus.,REVISAR,DATA_NA_OBSERVACAO_SUSPEITA,DRIVVO,4,Hyundai HB20 1.6 • 2021/22,
9efdf86526d518b7a870,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-02-28T17:36:24,64464,COMBUSTIVEL,Etanol,160.13,38.4,4.17,249,6.484375,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,9,Hyundai HB20 1.6 • 2021/22,249
30ef7bbdb53ab61ddbb1,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2026-02-28T17:37:56,64464,MANUTENCAO,Pneus - Calibragem,0,,,0,,,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,3,Hyundai HB20 1.6 • 2021/22,
c7599d4f9c39862cd5b5,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-03-14T10:21:15,64677,COMBUSTIVEL,Etanol,129.12,31.57,4.09,213,6.746911624960405,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,8,Hyundai HB20 1.6 • 2021/22,213
9880893b2283b37f44f8,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-04-04T07:54:39,64959,COMBUSTIVEL,Etanol,160,41.667,3.84,282,6.7679458564331485,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,7,Hyundai HB20 1.6 • 2021/22,282
f8bc9f7d29c635435d70,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-04-25T07:50:25,65249,COMBUSTIVEL,Etanol,197.87,44.069,4.49,290,6.58058953005514,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,6,Hyundai HB20 1.6 • 2021/22,290
8403babfe2b41d45c4d5,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-05-12T12:47:11,65466,COMBUSTIVEL,Etanol,129.47,30.9,4.19,217,7.022653721682849,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,5,Hyundai HB20 1.6 • 2021/22,217
f778def3743d4a11f38e,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-05-23T08:30:31,65660,COMBUSTIVEL,Etanol,125.33,28.68,4.37,194,6.764295676429568,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,4,Hyundai HB20 1.6 • 2021/22,194
0475c68110677f290c21,v1,Hyundai HB20 1.6 • 2021/22,SERVICO,2026-05-23T08:31:21,65660,MANUTENCAO,Pneus - Calibragem,0,,,0,,,,MARCELO BR,,,,VALIDO,,DRIVVO,2,Hyundai HB20 1.6 • 2021/22,
e159ad291055f37246bc,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-06-06T18:36:04,65874,COMBUSTIVEL,Etanol,127.33,29.82,4.27,214,7.176391683433937,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,3,Hyundai HB20 1.6 • 2021/22,214
6b9b4c79943c9522d043,v1,Hyundai HB20 1.6 • 2021/22,ABASTECIMENTO,2026-06-20T21:00:27,66086,COMBUSTIVEL,Gasolina,196.1,28.67,6.84,212,7.394489012905476,SIM,Carrefour T9,MARCELO BR,,,,VALIDO,,DRIVVO,2,Hyundai HB20 1.6 • 2021/22,212
