id,veiculo_id,veiculo_nome,tipo,data_hora,hodometro_km,categoria,subcategoria,valor,quantidade_litros,preco_unitario,distancia_km,consumo_km_l,tanque_completo,local,motorista,motivo,forma_pagamento,observacao,status_qualidade,flags_qualidade,origem,linha_origem,veiculo,distancia_abastecimento_km
5e84dc2c4cb78ae5fafc,v2,Hyundai Sonata,ABASTECIMENTO,2018-05-31T05:04:36,120000,COMBUSTIVEL,Gasolina,4000,909.091,4.4,0,,SIM,Posto 1,MARCELO BR,,,,SUSPEITO,VOLUME_ACIMA_150_L|VALOR_ABASTECIMENTO_ACIMA_1500|DISTANCIA_ACIMA_2000_KM,DRIVVO,216,Hyundai Sonata,0
d508a0e8cdbc9c367a0d,v2,Hyundai Sonata,SERVICO,2018-06-01T08:58:17,120000,MANUTENCAO,Pneus,2000,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,439,Hyundai Sonata,
b007692eb3774804aba3,v2,Hyundai Sonata,SERVICO,2018-06-29T14:23:33,121000,MANUTENCAO,Suspensão/Amortecedores,1700,,,1000,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,438,Hyundai Sonata,
688ac3ad84e5eafe0508,v2,Hyundai Sonata,SERVICO,2018-07-05T14:13:32,122000,MANUTENCAO,Fluido de Freio,150,,,1000,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,437,Hyundai Sonata,
233f28e963b23012cc22,v2,Hyundai Sonata,SERVICO,2018-07-14T21:32:35,122000,MANUTENCAO,Fluido da Transmissão,204,,,0,,N.I.,,MARCELO BR,,,Óleo transmissão,VALIDO,,DRIVVO,436,Hyundai Sonata,
acea94d69a3b5d753c12,v2,Hyundai Sonata,SERVICO,2018-08-15T14:19:44,123000,MANUTENCAO,Bateria,500,,,1000,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,435,Hyundai Sonata,
62dd7fd1e370d36d7291,v2,Hyundai Sonata,SERVICO,2018-08-30T14:25:49,123000,MANUTENCAO,Direção Hidráulica,200,,,0,,N.I.,,MARCELO BR,,,Troca óleo direção,VALIDO,,DRIVVO,434,Hyundai Sonata,
04882c41064f7b2599ed,v2,Hyundai Sonata,SERVICO,2018-10-01T16:07:09,123000,MANUTENCAO,Troca de Óleo,250,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,433,Hyundai Sonata,
c704020d11ed074b5c37,v2,Hyundai Sonata,SERVICO,2018-10-15T14:18:17,123500,MANUTENCAO,Velas de Ignição,300,,,500,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,432,Hyundai Sonata,
510f470a2a55b24d7911,v2,Hyundai Sonata,DESPESA,2018-11-30T14:42:58,0,ADMINISTRATIVA,Impostos (IPVA/DPVAT),2000,,,,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,243,Hyundai Sonata,
b834eec0222b07450b5b,v2,Hyundai Sonata,SERVICO,2018-12-17T14:15:01,126500,MANUTENCAO,Pastilha de Freio,450,,,3000,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,431,Hyundai Sonata,
4ea1188641b160125efe,v2,Hyundai Sonata,SERVICO,2018-12-17T14:40:25,126500,MANUTENCAO,Carroceria/Chasis,550,,,0,,N.I.,,MARCELO BR,,,Pintura Brasil,VALIDO,,DRIVVO,430,Hyundai Sonata,
7e7b8b9eab4e3143e261,v2,Hyundai Sonata,SERVICO,2018-12-17T17:25:25,126500,MANUTENCAO,Som,2300,,,0,,N.I.,,MARCELO BR,,,Instalação de som,VALIDO,,DRIVVO,429,Hyundai Sonata,
c322272807e98b91debb,v2,Hyundai Sonata,SERVICO,2018-12-20T14:39:21,126500,MANUTENCAO,Vidros/Espelhos,420,,,0,,N.I.,,MARCELO BR,,,Levantamento automático,VALIDO,,DRIVVO,428,Hyundai Sonata,
9d94c3d48ef70c880dd7,v2,Hyundai Sonata,SERVICO,2018-12-26T14:15:42,127000,MANUTENCAO,Pneus - Alinhamento/Balanceamento,200,,,500,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,427,Hyundai Sonata,
1f7cc7d045abfb04482f,v2,Hyundai Sonata,SERVICO,2018-12-26T14:16:41,127000,MANUTENCAO,Radiador,200,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,426,Hyundai Sonata,
41b295093053e6615044,v2,Hyundai Sonata,DESPESA,2018-12-26T14:43:34,0,ADMINISTRATIVA,Seguro,3600,,,,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,242,Hyundai Sonata,
5f54f52313490669f9a1,v2,Hyundai Sonata,DESPESA,2018-12-28T10:53:12,127500,ADMINISTRATIVA,Lava-rápido,150,,,500,,N.I.,,MARCELO BR,,,Produtos limpeza,VALIDO,,DRIVVO,241,Hyundai Sonata,
53dee65127fa8e9a0781,v2,Hyundai Sonata,DESPESA,2019-01-03T17:20:58,127500,ADMINISTRATIVA,Lava-rápido,300,,,0,,N.I.,,MARCELO BR,,,Polimento,VALIDO,,DRIVVO,240,Hyundai Sonata,
2e55abbd2b04c8bf1c98,v2,Hyundai Sonata,SERVICO,2019-01-06T21:48:29,127600,MANUTENCAO,Correias,420,,,100,,N.I.,,MARCELO BR,,,Correia serviço  3 polias e serviços.,VALIDO,,DRIVVO,425,Hyundai Sonata,
6ba3b766c5299f7395af,v2,Hyundai Sonata,SERVICO,2019-03-16T21:36:23,128500,MANUTENCAO,Pneus - Alinhamento/Balanceamento,240,,,900,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,424,Hyundai Sonata,
998d7f83043588793db6,v2,Hyundai Sonata,SERVICO,2019-04-20T20:40:21,132000,MANUTENCAO,Suspensão/Amortecedores,350,,,3500,,N.I.,,MARCELO BR,,,Rolamentos rodas dianteiras e mão de obra,VALIDO,,DRIVVO,423,Hyundai Sonata,
e9ec77d69505315ad640,v2,Hyundai Sonata,SERVICO,2019-04-20T20:42:31,132000,MANUTENCAO,Pneus - Alinhamento/Balanceamento,1100,,,0,,N.I.,,MARCELO BR,,,Troca de buchas balança  pivôs   bar as estabilizadoras dianteiras,VALIDO,,DRIVVO,422,Hyundai Sonata,
64ea63d11730497bfd8e,v2,Hyundai Sonata,SERVICO,2019-04-28T15:43:52,132000,MANUTENCAO,Pastilha de Freio,300,,,0,,N.I.,,MARCELO BR,,,Revisão pinos das pinças Carlos alinhamento,VALIDO,,DRIVVO,420,Hyundai Sonata,
c8fe14d1e4695a244d4f,v2,Hyundai Sonata,SERVICO,2019-04-28T15:43:52,132000,MANUTENCAO,Pneus - Alinhamento/Balanceamento,0,,,0,,N.I.,,MARCELO BR,,,Revisão pinos das pinças Carlos alinhamento,VALIDO,,DRIVVO,421,Hyundai Sonata,
9021f0df30e7ab5f9d46,v2,Hyundai Sonata,SERVICO,2019-04-28T21:12:44,132000,MANUTENCAO,Troca de Óleo,250,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,419,Hyundai Sonata,
c2900040e6c47368f9c9,v2,Hyundai Sonata,SERVICO,2019-04-28T21:12:44,132000,MANUTENCAO,Filtro de Óleo,35,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,418,Hyundai Sonata,
e67d72f8f93a3e1a2cc2,v2,Hyundai Sonata,SERVICO,2019-04-28T21:12:44,132000,MANUTENCAO,Filtro de Ar,65,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,417,Hyundai Sonata,
9ce96fbf8ed2ba451bf6,v2,Hyundai Sonata,SERVICO,2019-05-05T18:49:37,132500,MANUTENCAO,Suspensão/Amortecedores,1490,,,500,,N.I.,,MARCELO BR,,,Kit amortecedor,VALIDO,,DRIVVO,416,Hyundai Sonata,
2537776e123a40159cbc,v2,Hyundai Sonata,SERVICO,2019-05-05T18:50:27,132500,MANUTENCAO,Mão de obra,150,,,0,,N.I.,,MARCELO BR,,,Cubos rodas traseiras e mão obra,VALIDO,,DRIVVO,414,Hyundai Sonata,
5c09232d359c9f477c2f,v2,Hyundai Sonata,SERVICO,2019-05-05T18:50:27,132500,MANUTENCAO,Rodas,600,,,0,,N.I.,,MARCELO BR,,,Cubos rodas traseiras e mão obra,VALIDO,,DRIVVO,415,Hyundai Sonata,
a49961ca12a5ff4e8650,v2,Hyundai Sonata,SERVICO,2019-05-05T18:54:39,132500,MANUTENCAO,Direção Hidráulica,350,,,0,,N.I.,,MARCELO BR,,,Juntas homocineticas,VALIDO,,DRIVVO,413,Hyundai Sonata,
1c7019deac977e261cee,v2,Hyundai Sonata,SERVICO,2019-05-11T22:15:24,132800,MANUTENCAO,Suspensão/Amortecedores,320,,,300,,N.I.,,MARCELO BR,,,Mão de obra Munra e alinhamento,VALIDO,,DRIVVO,412,Hyundai Sonata,
70cfcf20b0246f4e5d7a,v2,Hyundai Sonata,SERVICO,2019-05-11T22:15:24,132800,MANUTENCAO,Pneus - Alinhamento/Balanceamento,130,,,0,,N.I.,,MARCELO BR,,,Mão de obra Munra e alinhamento,VALIDO,,DRIVVO,411,Hyundai Sonata,
e6e26004afebfa19ad09,v2,Hyundai Sonata,SERVICO,2019-05-16T07:31:44,133000,MANUTENCAO,Suspensão/Amortecedores,644,,,200,,N.I.,,MARCELO BR,,,Baixa e suspensão traseira   batente  coifa  coxim,VALIDO,,DRIVVO,410,Hyundai Sonata,
f5cd035f38e75a04623e,v2,Hyundai Sonata,SERVICO,2019-06-03T20:08:18,133900,MANUTENCAO,Pastilha de Freio,400,,,900,,N.I.,,MARCELO BR,,,Pinos reforma,VALIDO,,DRIVVO,409,Hyundai Sonata,
a9a4ec5434c0b3af926b,v2,Hyundai Sonata,SERVICO,2019-06-03T20:09:30,133900,MANUTENCAO,Luzes,300,,,0,,N.I.,,MARCELO BR,,,Luz baixa,VALIDO,,DRIVVO,408,Hyundai Sonata,
2689140a0148bbb9c2ac,v2,Hyundai Sonata,SERVICO,2019-06-07T22:37:58,134000,MANUTENCAO,Pastilha de Freio,200,,,100,,N.I.,,MARCELO BR,,,Cola e travas,VALIDO,,DRIVVO,407,Hyundai Sonata,
e3af7cef4479265c997e,v2,Hyundai Sonata,SERVICO,2019-06-21T16:56:51,134500,MANUTENCAO,Suspensão/Amortecedores,1480,,,500,,N.I.,,MARCELO BR,,,Parafuso eixo trazeiro,VALIDO,,DRIVVO,406,Hyundai Sonata,
6cfe3af1672651261025,v2,Hyundai Sonata,SERVICO,2019-06-21T16:59:40,134600,MANUTENCAO,Luzes,300,,,100,,N.I.,,MARCELO BR,,,Farol milha led,VALIDO,,DRIVVO,405,Hyundai Sonata,
cc3280e29a93f140ff77,v2,Hyundai Sonata,ABASTECIMENTO,2019-06-22T08:51:21,134600,COMBUSTIVEL,Gasolina,4000,909.091,4.4,0,16.05999839400016,SIM,Posto 1,MARCELO BR,,,,SUSPEITO,VOLUME_ACIMA_150_L|VALOR_ABASTECIMENTO_ACIMA_1500,DRIVVO,215,Hyundai Sonata,14600
67ffc09d6a89b748697a,v2,Hyundai Sonata,ABASTECIMENTO,2019-07-05T12:37:22,135140,COMBUSTIVEL,Gasolina,272,61.261,4.44,540,8.814743474641288,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,214,Hyundai Sonata,540
cb7497b298634d13be77,v2,Hyundai Sonata,ABASTECIMENTO,2019-07-05T12:38:35,135407,COMBUSTIVEL,Gasolina,132,30,4.4,267,8.9,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,213,Hyundai Sonata,267
9ec00dbde6682f9db326,v2,Hyundai Sonata,SERVICO,2019-07-05T12:41:33,135407,MANUTENCAO,Pneus - Alinhamento/Balanceamento,30,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,404,Hyundai Sonata,
864b7b73cfca3d10b4e2,v2,Hyundai Sonata,ABASTECIMENTO,2019-07-13T15:43:16,135850,COMBUSTIVEL,Gasolina,132.52,30.535,4.34,443,14.507941706238743,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,212,Hyundai Sonata,443
105b3c362c31cf1b5951,v2,Hyundai Sonata,ABASTECIMENTO,2019-07-20T16:57:18,136117,COMBUSTIVEL,Gasolina,120.02,28.24,4.25,267,9.454674220963174,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,211,Hyundai Sonata,267
d77ae176e818c67e07fa,v2,Hyundai Sonata,ABASTECIMENTO,2019-07-26T12:52:52,136395,COMBUSTIVEL,Gasolina,130,30.588,4.25,278,9.088531450241925,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,210,Hyundai Sonata,278
052f6a11311931078b55,v2,Hyundai Sonata,ABASTECIMENTO,2019-08-04T16:39:04,136665,COMBUSTIVEL,Gasolina,190.47,47.03,4.05,270,5.741016372528174,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,209,Hyundai Sonata,270
2d208ee0eac1e5220a2f,v2,Hyundai Sonata,SERVICO,2019-08-04T16:41:54,136665,MANUTENCAO,Sistema de Embreagem,360,,,0,,N.I.,,MARCELO BR,,,Compra 2 sensor freio 1 na jaicar outro na Hyundai +serviço,VALIDO,,DRIVVO,403,Hyundai Sonata,
69a1921bd9c527f5f111,v2,Hyundai Sonata,SERVICO,2019-08-04T16:41:54,136665,MANUTENCAO,Mão de obra,30,,,0,,N.I.,,MARCELO BR,,,Compra 2 sensor freio 1 na jaicar outro na Hyundai +serviço,VALIDO,,DRIVVO,402,Hyundai Sonata,
ac2b751855a04d6a30b4,v2,Hyundai Sonata,ABASTECIMENTO,2019-08-10T10:10:07,137025,COMBUSTIVEL,Gasolina,97.52,23.225,4.199,360,15.5005382131324,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,208,Hyundai Sonata,360
955675054de3bd8a5c92,v2,Hyundai Sonata,ABASTECIMENTO,2019-08-17T12:31:05,137325,COMBUSTIVEL,Gasolina,141.93,34.617,4.1,300,8.666262241095417,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,207,Hyundai Sonata,300
3074d0d6db47f5dc73cb,v2,Hyundai Sonata,DESPESA,2019-08-18T12:40:29,137325,ADMINISTRATIVA,Seguro,2360,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,239,Hyundai Sonata,
aae40f8d2f9252ab12e3,v2,Hyundai Sonata,ABASTECIMENTO,2019-09-03T14:18:29,137635,COMBUSTIVEL,Gasolina,195,43.43,4.49,310,7.137923094635045,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,206,Hyundai Sonata,310
ae7aba55b75298afce21,v2,Hyundai Sonata,ABASTECIMENTO,2019-09-08T11:49:54,137930,COMBUSTIVEL,Gasolina,116.79,26.604,4.39,295,11.088558111562172,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,205,Hyundai Sonata,295
0ce006d085169a6eb8bf,v2,Hyundai Sonata,SERVICO,2019-09-08T11:54:04,137930,MANUTENCAO,Pneus - Alinhamento/Balanceamento,90,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,401,Hyundai Sonata,
031185d99112818ad009,v2,Hyundai Sonata,ABASTECIMENTO,2019-09-15T15:11:04,138230,COMBUSTIVEL,Gasolina,214.333,46.9,4.57,300,6.396588486140725,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,204,Hyundai Sonata,300
af65645287412e107dde,v2,Hyundai Sonata,SERVICO,2019-09-15T15:35:50,138230,MANUTENCAO,Pneus,30,,,0,,N.I.,,MARCELO BR,,,Vulcanizacao Maurício,VALIDO,,DRIVVO,400,Hyundai Sonata,
50e2df5a76d7acb5b227,v2,Hyundai Sonata,ABASTECIMENTO,2019-09-22T18:25:04,138600,COMBUSTIVEL,Gasolina,120.04,29.422,4.08,370,12.57562368295833,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,203,Hyundai Sonata,370
a3267b0fbd82663161d9,v2,Hyundai Sonata,ABASTECIMENTO,2019-10-14T12:51:27,139415,COMBUSTIVEL,Gasolina,422.4,95.135,4.44,815,8.566773532348767,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,202,Hyundai Sonata,815
b8c13a06a0fbde8523c6,v2,Hyundai Sonata,SERVICO,2019-10-14T12:59:06,139415,MANUTENCAO,Pneus,325,,,0,,N.I.,,MARCELO BR,,,Pneu usado 250 antifuro conserto,VALIDO,,DRIVVO,399,Hyundai Sonata,
c8237d06569a0543ee1f,v2,Hyundai Sonata,ABASTECIMENTO,2019-10-24T18:08:26,139860,COMBUSTIVEL,Gasolina,207,46.102,4.49,445,9.652509652509654,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,201,Hyundai Sonata,445
9a56fe10dd4686b56f09,v2,Hyundai Sonata,ABASTECIMENTO,2019-11-02T23:18:58,140090,COMBUSTIVEL,Gasolina,155,36.73,4.22,230,6.261911244214539,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,200,Hyundai Sonata,230
35622b9e259a2d6fedb8,v2,Hyundai Sonata,SERVICO,2019-11-02T23:20:01,140174,MANUTENCAO,Troca de Óleo,256,,,84,,N.I.,,MARCELO BR,,,Filtros: óleo  ar  ar condicionado.,VALIDO,,DRIVVO,398,Hyundai Sonata,
eb69fd763edf5b18eb63,v2,Hyundai Sonata,ABASTECIMENTO,2019-11-10T12:02:32,140468,COMBUSTIVEL,Gasolina,143.3,32.13,4.46,294,11.76470588235294,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,199,Hyundai Sonata,378
9ff48fc19719e337a22a,v2,Hyundai Sonata,DESPESA,2019-11-16T09:59:50,140831,ADMINISTRATIVA,Impostos (IPVA/DPVAT),1981.66,,,363,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,238,Hyundai Sonata,
c2c3211cc726e4a867dd,v2,Hyundai Sonata,ABASTECIMENTO,2019-11-16T14:46:29,140830,COMBUSTIVEL,Gasolina,240,53.571,4.48,0,6.757387392432473,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,198,Hyundai Sonata,362
0e848b879709d7713d66,v2,Hyundai Sonata,SERVICO,2019-11-16T14:48:35,141020,MANUTENCAO,Vidros/Espelhos,900,,,189,,N.I.,,MARCELO BR,,,Travas das portas traseiras r do passageiro. Usadas e serviço de instalação.,VALIDO,,DRIVVO,397,Hyundai Sonata,
9e95a6ae082d78b5eaa3,v2,Hyundai Sonata,ABASTECIMENTO,2019-11-21T13:11:57,141200,COMBUSTIVEL,Gasolina,193.43,43.08,4.49,180,8.588672237697308,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,197,Hyundai Sonata,370
962d6ce8b3946f101640,v2,Hyundai Sonata,ABASTECIMENTO,2019-11-30T09:46:26,141505,COMBUSTIVEL,Gasolina,229.02,51.007,4.49,305,5.979571431372165,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,196,Hyundai Sonata,305
fd485666ebb7378f6d9d,v2,Hyundai Sonata,ABASTECIMENTO,2019-12-08T21:42:14,141775,COMBUSTIVEL,Gasolina,110.03,24.506,4.49,270,11.01770994858402,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,195,Hyundai Sonata,270
1eab2a1708f1ee5947bb,v2,Hyundai Sonata,ABASTECIMENTO,2019-12-19T17:39:20,142125,COMBUSTIVEL,Gasolina,190.01,41.578,4.57,350,8.417913319543988,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,194,Hyundai Sonata,350
61d7f5e0a2970c889416,v2,Hyundai Sonata,SERVICO,2019-12-27T17:40:47,142200,MANUTENCAO,Mão de obra,450,,,75,,N.I.,,MARCELO BR,,,Pintura,VALIDO,,DRIVVO,396,Hyundai Sonata,
0d5f36af6c35d0edcd08,v2,Hyundai Sonata,SERVICO,2019-12-27T17:42:38,142250,MANUTENCAO,Troca de Óleo,28,,,50,,N.I.,,MARCELO BR,,,Vedação Carter  solda peito aço.,VALIDO,,DRIVVO,395,Hyundai Sonata,
5a5f1be7d4f41d5e9c8d,v2,Hyundai Sonata,SERVICO,2019-12-27T17:42:38,142250,MANUTENCAO,Mão de obra,260,,,0,,N.I.,,MARCELO BR,,,Vedação Carter  solda peito aço.,VALIDO,,DRIVVO,394,Hyundai Sonata,
3d03c9a93a3e6c49e2a1,v2,Hyundai Sonata,SERVICO,2020-01-02T13:18:36,142250,MANUTENCAO,Fluido de Freio,90,,,0,,N.I.,,MARCELO BR,,,Bom Freio,VALIDO,,DRIVVO,393,Hyundai Sonata,
8b37ed2c7616e17b3de6,v2,Hyundai Sonata,SERVICO,2020-01-04T22:26:21,142250,MANUTENCAO,Rodas,450,,,0,,N.I.,,MARCELO BR,,,Reforma Gato Preto,VALIDO,,DRIVVO,392,Hyundai Sonata,
35a17d9922116607ef0d,v2,Hyundai Sonata,SERVICO,2020-01-06T12:11:30,142300,MANUTENCAO,Fluido da Transmissão,900,,,50,,N.I.,,MARCELO BR,,,Soto car  Troca óleo câmbio,VALIDO,,DRIVVO,391,Hyundai Sonata,
6ddd5df800cbf667925d,v2,Hyundai Sonata,SERVICO,2020-01-06T12:13:01,142300,MANUTENCAO,Radiador,50,,,0,,N.I.,,MARCELO BR,,,Troca água radiador mão obra + água,VALIDO,,DRIVVO,389,Hyundai Sonata,
e6d8e0b497dccd2a70c9,v2,Hyundai Sonata,SERVICO,2020-01-06T12:13:01,142300,MANUTENCAO,Radiador,40,,,0,,N.I.,,MARCELO BR,,,Troca água radiador mão obra + água,VALIDO,,DRIVVO,390,Hyundai Sonata,
6520f26fb9691242de19,v2,Hyundai Sonata,SERVICO,2020-01-06T12:15:12,142300,MANUTENCAO,Farol,100,,,0,,N.I.,,MARCELO BR,,,Tirar água - Goiás faróis,VALIDO,,DRIVVO,388,Hyundai Sonata,
6cbf3b5fba06c377f28b,v2,Hyundai Sonata,SERVICO,2020-01-07T11:26:08,142300,MANUTENCAO,Velas de Ignição,95,,,0,,N.I.,,MARCELO BR,,,,VALIDO,,DRIVVO,387,Hyundai Sonata,
13790a04c325e76f73d7,v2,Hyundai Sonata,SERVICO,2020-01-07T11:27:10,142300,MANUTENCAO,Limpeza Bico/Regulagem Eletrônica,120,,,0,,N.I.,,MARCELO BR,,,60 limpeza  60 regulagem.,VALIDO,,DRIVVO,386,Hyundai Sonata,
cf12b6bec52bd1a532c4,v2,Hyundai Sonata,SERVICO,2020-01-07T11:29:25,142300,MANUTENCAO,Pneus,2896,,,0,,N.I.,,MARCELO BR,,,Aro pneus Av. 85. Cambagem 140  geometria traseira 280.,VALIDO,,DRIVVO,384,Hyundai Sonata,
fa7b0083ff6fc8684eba,v2,Hyundai Sonata,SERVICO,2020-01-07T11:29:25,142300,MANUTENCAO,Pneus - Alinhamento/Balanceamento,380,,,0,,N.I.,,MARCELO BR,,,Aro pneus Av. 85. Cambagem 140  geometria traseira 280.,VALIDO,,DRIVVO,385,Hyundai Sonata,
51a84c8ce19f4aa1c471,v2,Hyundai Sonata,ABASTECIMENTO,2020-01-17T11:17:59,142493,COMBUSTIVEL,Gasolina,265.13,56.172,4.72,193,6.551306700847397,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,193,Hyundai Sonata,368
6798bc1967157fb6844d,v2,Hyundai Sonata,SERVICO,2020-01-20T14:11:39,142550,MANUTENCAO,Luzes,110,,,57,,N.I.,,MARCELO BR,,,Luzes brancas f milhas,VALIDO,,DRIVVO,383,Hyundai Sonata,
7bbc42b86b0318047b39,v2,Hyundai Sonata,SERVICO,2020-01-20T14:12:48,142550,MANUTENCAO,Chave,600,,,0,,N.I.,,MARCELO BR,,,Ação Chaveiro. cópia chave,VALIDO,,DRIVVO,382,Hyundai Sonata,
9a810bdc6fa5c1844b6b,v2,Hyundai Sonata,ABASTECIMENTO,2020-01-25T18:06:16,142741,COMBUSTIVEL,Gasolina,170,37.862,4.49,191,6.550103005652105,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,192,Hyundai Sonata,248
d377563a8f5eb108bf97,v2,Hyundai Sonata,ABASTECIMENTO,2020-01-30T12:37:34,142992,COMBUSTIVEL,Gasolina,127.47,28.39,4.49,251,8.841141246917928,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,191,Hyundai Sonata,251
f8afcb6512d6a89112ec,v2,Hyundai Sonata,ABASTECIMENTO,2020-02-05T18:09:49,143294,COMBUSTIVEL,Gasolina,117.14,26.991,4.34,302,11.188914823459672,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,190,Hyundai Sonata,302
76e15eec890415d06497,v2,Hyundai Sonata,ABASTECIMENTO,2020-02-12T18:35:19,143583,COMBUSTIVEL,Gasolina,195.21,44.979,4.34,289,6.425220658529536,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,189,Hyundai Sonata,289
c34ba0b3726a23750254,v2,Hyundai Sonata,ABASTECIMENTO,2020-02-19T14:32:09,143981,COMBUSTIVEL,Gasolina,200,44.543,4.49,398,8.935186224547067,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,188,Hyundai Sonata,398
6603485ddce75aca2cb8,v2,Hyundai Sonata,ABASTECIMENTO,2020-02-26T19:10:18,144366,COMBUSTIVEL,Gasolina,200.03,46.411,4.31,385,8.295447200017238,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,187,Hyundai Sonata,385
6a86c1048af3e69062da,v2,Hyundai Sonata,ABASTECIMENTO,2020-03-05T10:08:18,144636,COMBUSTIVEL,Gasolina,127.11,28.954,4.39,270,9.325136423292118,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,186,Hyundai Sonata,270
9f5baafaa528c70468dc,v2,Hyundai Sonata,ABASTECIMENTO,2020-03-14T07:22:06,144946,COMBUSTIVEL,Gasolina,192,44.755,4.29,310,6.926600379845827,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,185,Hyundai Sonata,310
b3375632abecae2772f8,v2,Hyundai Sonata,ABASTECIMENTO,2020-04-02T21:04:57,145290,COMBUSTIVEL,Gasolina,166.02,40.791,4.07,344,8.43323282096541,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,184,Hyundai Sonata,344
8a5dbd9b6ea129082ba9,v2,Hyundai Sonata,ABASTECIMENTO,2020-04-08T19:58:29,145800,COMBUSTIVEL,Gasolina,240.66,60.316,3.99,510,8.455467869222097,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,183,Hyundai Sonata,510
00e8aeb63a11f7d19445,v2,Hyundai Sonata,ABASTECIMENTO,2020-04-16T19:44:07,146111,COMBUSTIVEL,Gasolina,140,35.088,3.99,311,8.863429092567259,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,182,Hyundai Sonata,311
28e7259c9279bbe435a6,v2,Hyundai Sonata,ABASTECIMENTO,2020-04-23T20:09:22,146351,COMBUSTIVEL,Gasolina,104.62,26.895,3.89,240,8.923591745677635,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,181,Hyundai Sonata,240
504049b393a115c4350b,v2,Hyundai Sonata,ABASTECIMENTO,2020-04-29T20:24:41,146618,COMBUSTIVEL,Gasolina,165.13,42.45,3.89,267,6.289752650176678,SIM,Posto 1,MARCELO BR,,,,VALIDO,,DRIVVO,180,Hyundai Sonata,267
b8345e668ae178444c2b,v2,Hyundai Sonata,SERVICO,2020-05-02T09:59:39,146620,MANUTENCAO,Suspensão/Amortecedores,150,,,2,,N.I.,,MARCELO BR,,,Povo roda traseira passageiro - munra,VALIDO,,DRIVVO,381,Hyundai Sonata,
